"","ymd","state","id","region","var","value","var2","lty"
"182",2021-08-10,"West","regional","West","hosp_case",7.09085915275574,"New admission:New case ratio",FALSE
"183",2021-08-17,"West","regional","West","hosp_case",7.09047006130329,"New admission:New case ratio",FALSE
"184",2021-08-24,"West","regional","West","hosp_case",7.03729039737217,"New admission:New case ratio",FALSE
"185",2021-08-31,"West","regional","West","hosp_case",6.80152094623931,"New admission:New case ratio",FALSE
"186",2021-09-07,"West","regional","West","hosp_case",6.59771122404574,"New admission:New case ratio",FALSE
"187",2021-09-14,"West","regional","West","hosp_case",6.80465120126965,"New admission:New case ratio",FALSE
"188",2021-09-21,"West","regional","West","hosp_case",6.81917750157565,"New admission:New case ratio",FALSE
"189",2021-09-28,"West","regional","West","hosp_case",6.46317221544946,"New admission:New case ratio",FALSE
"190",2021-10-05,"West","regional","West","hosp_case",6.29877661054285,"New admission:New case ratio",FALSE
"191",2021-10-12,"West","regional","West","hosp_case",6.87074202171052,"New admission:New case ratio",FALSE
"192",2021-10-19,"West","regional","West","hosp_case",6.81625403269656,"New admission:New case ratio",FALSE
"193",2021-10-26,"West","regional","West","hosp_case",7.02595793132656,"New admission:New case ratio",FALSE
"194",2021-11-02,"West","regional","West","hosp_case",6.31108244968122,"New admission:New case ratio",FALSE
"195",2021-11-09,"West","regional","West","hosp_case",6.62660283175162,"New admission:New case ratio",FALSE
"196",2021-11-16,"West","regional","West","hosp_case",6.93163161957303,"New admission:New case ratio",FALSE
"197",2021-11-23,"West","regional","West","hosp_case",6.60029582465373,"New admission:New case ratio",FALSE
"198",2021-11-30,"West","regional","West","hosp_case",8.44208568930374,"New admission:New case ratio",FALSE
"199",2021-12-07,"West","regional","West","hosp_case",6.21756961546001,"New admission:New case ratio",FALSE
"200",2021-12-14,"West","regional","West","hosp_case",7.36050470146773,"New admission:New case ratio",FALSE
"201",2021-12-21,"West","regional","West","hosp_case",5.73998794883215,"New admission:New case ratio",FALSE
"202",2021-12-28,"West","regional","West","hosp_case",3.77623176264388,"New admission:New case ratio",FALSE
"203",2022-01-04,"West","regional","West","hosp_case",2.60165702353902,"New admission:New case ratio",FALSE
"204",2022-01-11,"West","regional","West","hosp_case",1.99826485479054,"New admission:New case ratio",FALSE
"205",2022-01-18,"West","regional","West","hosp_case",2.06821646476141,"New admission:New case ratio",FALSE
