v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
39433,2021-07-07,USA-51,Virginia,273,179.86,2.1099999,2,3,.039999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-07-07,2021,27,2021-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.285714285714,21.7142857142857,113.571428571429,.01249134,157.571428571429,0.700819672131147,FALSE,0.676272225628449,0.676272225628449,.676272225628449,171,244,0.25439912575071,.25439912575071,1.58497350056528,NA,FALSE,FALSE,FALSE,FALSE,FALSE,3.29,4.43,6.71,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,405.29,410.71,441.86,455.71,454,466.86,497,29.1428571428571,28,26,Wednesday,1.93,0.312977871811728,0.0136935587202455,FALSE,FALSE,2021-07-07 Virginia,148.915840891857,152.298022249743,07jul2021,3,51,22797,.28,0,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,1.7807939,14.77,1.2491339,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39440,2021-07-14,USA-51,Virginia,412,287.85999,3.3699999,8,4.4299998,.050000001,40,3,5,51,8535519,6674671,78.199997,VA,2021-07-14,2021,28,2021-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.142857142857,29.1428571428571,122,.01343713,171.857142857143,0.725806451612903,FALSE,0.677364864864865,0.677364864864865,.677364864864865,180,248,0.341430405612795,.341430405612795,1.77075180950165,NA,FALSE,FALSE,FALSE,FALSE,FALSE,4.57,2.71,3,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.06,287.85999,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,337.57,338.86,361.57,360.43,393.86,415,377.14,38.7142857142857,21.7142857142857,25.2857142857143,Wednesday,2.11,0.274483267257345,0.012540674915843,FALSE,FALSE,2021-07-14 Virginia,162.513919830064,170.717949473371,14jul2021,3,51,22797,.34999999,0,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,2.3900127,23.59,1.3437129,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39447,2021-07-21,USA-51,Virginia,678,467.14001,5.4699998,4,3.4300001,.039999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-07-21,2021,29,2021-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,38.7142857142857,124.285714285714,.01834172,235.571428571429,0.741772151898734,FALSE,0.731263858093126,0.731263858093126,.731263858093126,293,395,0.453566862358173,.453566862358173,1.90966712158921,NA,FALSE,FALSE,FALSE,FALSE,FALSE,3.71,5.71,4.43,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,467.14001,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,192.71,203,208.14,228.86,243,262.57,347.57,50.8571428571429,29.1428571428571,28,Wednesday,3.14,0.312977871811728,0.0133444987538978,FALSE,FALSE,2021-07-21 Virginia,193.084700004038,215.507597157546,21jul2021,3,51,22797,.28,0,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.174968,38.289997,1.834172,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39454,2021-07-28,USA-51,Virginia,1087,745.85999,8.7399998,7,4.4299998,.050000001,40,3,5,51,8535519,6674671,78.199997,VA,2021-07-28,2021,30,2021-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.714285714286,50.8571428571429,130.857142857143,.024912877,320.571428571429,0.787528868360277,FALSE,0.772461273666093,0.772461273666093,.772461273666093,341,433,0.595829531363504,.595829531363504,2.12891899970331,NA,FALSE,FALSE,FALSE,FALSE,FALSE,5.86,7.29,3.43,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.1,745.85999,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,143.29,155,175.71,197.71,203.86,202.29,184.71,77.8571428571429,38.7142857142857,21.7142857142857,Wednesday,5.03,0.436830077769311,0.0171682847272426,FALSE,FALSE,2021-07-28 Virginia,271.652678201346,320.746576563756,28jul2021,3,51,22797,.34999999,0,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,4.1708069,61.18,2.4912877,0,0,0,0,,,,1,0,1,0,,2,1,,0,,,0,,,0,,0,0,,,,,
39461,2021-08-04,USA-51,Virginia,1717,1279.14,14.99,5,2.71,.029999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-08-04,2021,31,2021-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.285714285714,77.8571428571429,161.428571428571,.035674404,458.857142857143,0.867669172932331,FALSE,0.824435318275154,0.824435318275154,.824435318275154,577,665,0.912154760093005,.912154760093005,2.80341141863446,NA,FALSE,FALSE,FALSE,TRUE,FALSE,6.86,11.86,4.43,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.1,0.11,0.14,0.15,0.2,0.2,0.2,0.23,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,129.29,132,139.43,138.14,145.14,133.71,140.14,104,50.8571428571429,29.1428571428571,Wednesday,8.05,0.592482174445732,0.0243244149740689,FALSE,FALSE,2021-08-04 Virginia,426.647074669169,513.285953878164,04aug2021,3,51,22797,.20999999,0,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,6.3850832,104.93,3.5674405,0,1,1,0,,,,1,0,1,0,,2,2,,0,,1,1,,1,1,,0,0,3,3,,3,3
39468,2021-08-11,USA-51,Virginia,2117,1733.71,20.309999,3,5.71,.07,40,3,5,51,8535519,6674671,78.199997,VA,2021-08-11,2021,32,2021-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,104,184,.05318255,692.428571428571,0.855397148676171,FALSE,0.837566960428547,0.837566960428547,.8375669604285469,840,982,1.21843791806919,1.21843791806919,3.37413577311468,NA,FALSE,FALSE,FALSE,TRUE,TRUE,17.43,20.86,2.71,0.1,0.11,0.14,0.15,0.2,0.2,0.2,0.23,0.25,0.24,0.25,0.22,0.22,0.22,0.2,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,168.43,155,138,134,130.14,137.14,136.14,141.714285714286,77.8571428571429,38.7142857142857,Wednesday,13.93,0.868639120161962,0.0332088730558698,FALSE,FALSE,2021-08-11 Virginia,694.750211973117,844.477926044379,11aug2021,3,51,22797,.49000001,0,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,8.5290651,142.17,5.3182549,0,1,1,0,,,,1,0,1,0,,2,2,,0,,,1,,,1,,0,0,,,,,
39475,2021-08-18,USA-51,Virginia,2552,2189.71,25.65,7,7.29,.090000004,40,3,5,51,8535519,6674671,78.199997,VA,2021-08-18,2021,33,2021-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.428571428571,141.714285714286,195.714285714286,.07676281,1007.85714285714,0.899075500770416,FALSE,0.88088400549382,0.88088400549382,.88088400549382,1167,1298,1.66028903121516,1.66028903121516,3.95322851988932,NA,FALSE,FALSE,FALSE,TRUE,TRUE,18.57,16.57,5.71,0.23,0.25,0.24,0.25,0.22,0.22,0.22,0.2,0.18,0.19,0.22,0.23,0.23,0.23,0.27,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,177.71,174.86,181.71,176.29,171.86,165.14,164.57,162,104,50.8571428571429,Wednesday,19.64,1.1196908889949,0.0505062335978904,FALSE,FALSE,2021-08-18 Virginia,1113.71026456922,1301.58206465088,18aug2021,3,51,22797,.63,0,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,11.622024,179.55,7.676281,0,1,1,0,,,,1,0,1,0,,2,2,,0,,,1,,,1,,0,0,,,,,
39482,2021-08-25,USA-51,Virginia,3454,2731.1399,32,22,11.86,.14,40,3,5,51,8535519,6674671,78.199997,VA,2021-08-25,2021,34,2021-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.714285714286,162,213.714285714286,.093675449,1231.28571428571,0.881142098273572,FALSE,0.886728395061728,0.886728395061728,.886728395061728,1327,1506,1.897951372377,1.897951372377,4.40177434687083,NA,TRUE,FALSE,TRUE,TRUE,TRUE,19.57,27.57,7.29,0.2,0.18,0.19,0.22,0.23,0.23,0.23,0.27,0.29,0.32,0.33,0.34,0.34,0.34,0.37,2731.1399,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,228.71,218.43,200.43,189.43,179.86,180.14,182.43,199.285714285714,141.714285714286,77.8571428571429,Wednesday,24.93,1.57995246518862,0.0732299621368782,TRUE,TRUE,2021-08-25 Virginia,1576.84946945146,1759.81674499961,25aug2021,3,51,22797,.98000002,1,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,13.28566,224,9.3675451,1,1,1,1,1,,1,2,1,1,1,,2,2,1,1,,,1,,,1,,0,0,,,0,,
39489,2021-09-01,USA-51,Virginia,3407,3171.5701,37.16,19,20.860001,.23999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-09-01,2021,35,2021-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.571428571429,199.285714285714,220.285714285714,.11404911,1511,0.894679100383982,FALSE,0.885549229738781,0.885549229738781,.885549229738781,1631,1823,2.33478145014632,2.33478145014632,4.91559363374891,NA,TRUE,FALSE,TRUE,TRUE,TRUE,29.43,34.14,11.86,0.27,0.29,0.32,0.33,0.34,0.34,0.34,0.37,0.41,0.4,0.43,0.45,0.45,0.45,0.47,3171.5701,3178.29,3112.57,2939,2939,2939,2835.14,2731.14,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,336,336,336,309.14,287.86,268,237.43,214.857142857143,162,104,Wednesday,30.49,1.897951372377,0.0922293244576536,FALSE,FALSE,2021-09-01 Virginia,2034.39275841606,2228.8164862385,01sep2021,3,51,22797,1.6799999,1,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,1.8199999,1,16.34347,260.12,11.404911,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
39496,2021-09-08,USA-51,Virginia,4479,3364.8601,39.419998,30,16.57,.19,40,3,5,51,8535519,6674671,78.199997,VA,2021-09-08,2021,36,2021-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.857142857143,214.857142857143,243,.13345826,1771,0.899478425794215,FALSE,0.897812862108922,0.897812862108922,.897812862108922,1897,2109,2.51721240216492,2.51721240216492,5.36413946073042,NA,TRUE,FALSE,TRUE,TRUE,TRUE,38.43,41,20.86,0.37,0.41,0.4,0.43,0.45,0.45,0.45,0.47,0.47,0.48,0.48,0.49,0.49,0.49,0.53,3364.8601,3211.71,3423.14,3359.29,3359.29,3359.29,3280.57,3171.57,3178.29,3112.57,2939,2939,2939,2835.14,2731.14,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,543,543,543,499.43,467.14,429.14,375.57,212.714285714286,199.285714285714,141.714285714286,Wednesday,37.24,2.27787638254418,0.111041359570226,FALSE,FALSE,2021-09-08 Virginia,2538.60850386064,2745.07950280322,08sep2021,3,51,22797,1.3299999,1,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,1.8199999,1,1.54,1,17.620487,275.94,13.345825,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
39503,2021-09-15,USA-51,Virginia,4066,3629.71,42.52,52,27.57,.31999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-09-15,2021,37,2021-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.428571428571,212.714285714286,207.714285714286,.13516478,1844,0.907945736434108,FALSE,0.89932418309761,0.89932418309761,.89932418309761,1874,2064,2.49210722528162,2.49210722528162,4.92563570450223,NA,TRUE,FALSE,TRUE,TRUE,TRUE,42.14,43.29,16.57,0.47,0.47,0.48,0.48,0.49,0.49,0.49,0.53,0.52,0.51,0.47,0.45,0.45,0.45,0.45,3629.71,3688.71,3452.71,3380,3380,3380,3321.57,3364.86,3211.71,3423.14,3359.29,3359.29,3359.29,3280.57,3171.57,3178.29,3112.57,2939,2939,2939,2835.14,2731.14,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,869.14,869.14,869.14,808,745.86,687.43,671.14,217.571428571429,214.857142857143,162,Wednesday,37.63,2.48708618990496,0.130788794935985,FALSE,FALSE,2021-09-15 Virginia,3000.32921001258,3136.68172675516,15sep2021,3,51,22797,2.24,1,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,1.8199999,1,1.54,1,1.26,1,17.44475,297.64001,13.516479,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
39510,2021-09-22,USA-51,Virginia,3737,3486.8601,40.849998,45,34.139999,.40000001,40,3,5,51,8535519,6674671,78.199997,VA,2021-09-22,2021,38,2021-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,217.571428571429,211.428571428571,.13889091,1880.28571428571,0.912709832134293,FALSE,0.903859359978025,0.903859359978025,.903859359978025,1903,2085,2.54901229288376,2.54901229288376,5.0260564120354,NA,TRUE,FALSE,TRUE,TRUE,TRUE,38.43,40.86,27.57,0.53,0.52,0.51,0.47,0.45,0.45,0.45,0.45,0.44,0.48,0.53,0.53,0.53,0.53,0.52,3486.8601,3533.86,3580.14,3624.29,3624.29,3624.29,3662.43,3629.71,3688.71,3452.71,3380,3380,3380,3321.57,3364.86,3211.71,3423.14,3359.29,3359.29,3359.29,3280.57,3171.57,3178.29,3112.57,2939,2939,2939,2835.14,2731.14,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,1468.57,1468.57,1468.57,1373.29,1279.14,1189.14,1108,198.571428571429,212.714285714286,199.285714285714,Wednesday,43.22,2.49043354682274,0.135679343659492,FALSE,FALSE,2021-09-22 Virginia,3282.64486111867,3373.57564130789,22sep2021,3,51,22797,2.8,1,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,1.8199999,1,1.54,1,1.26,1,2.1700001,1,17.843086,285.94998,13.889091,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
39517,2021-09-29,USA-51,Virginia,3151,2918.8601,34.200001,49,41,.47999999,40,3,5,51,8535519,6674671,78.199997,VA,2021-09-29,2021,39,2021-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.428571428571,198.571428571429,204.857142857143,.13544898,1823.57142857143,0.908517350157729,FALSE,0.904485226387019,0.904485226387019,.904485226387019,1728,1902,2.32641305785188,2.32641305785188,4.72646796789476,NA,TRUE,FALSE,TRUE,TRUE,TRUE,45.14,42.86,34.14,0.45,0.44,0.48,0.53,0.53,0.53,0.53,0.52,0.53,0.5,0.47,0.46,0.46,0.46,0.43,2918.8601,3002.57,3101.71,3238.29,3238.29,3238.29,3427.71,3486.86,3533.86,3580.14,3624.29,3624.29,3624.29,3662.43,3629.71,3688.71,3452.71,3380,3380,3380,3321.57,3364.86,3211.71,3423.14,3359.29,3359.29,3359.29,3280.57,3171.57,3178.29,3112.57,2939,2939,2939,2835.14,2731.14,2602.29,2490.43,2321.86,2321.86,2321.86,2247.29,2189.71,2127.57,2058.29,1880.29,1880.29,1880.29,1819.57,1733.71,1676.57,1625.71,175.571428571429,217.571428571429,214.857142857143,Wednesday,41.4,2.56240172055485,0.138421067783889,FALSE,FALSE,2021-09-29 Virginia,3468.83571010736,3494.40387867784,29sep2021,3,51,22797,3.3599999,1,3.5699999,1,3.3599999,1,3.5,1,2.8699999,1,2.6599998,1,2.45,1,2.1000001,1,1.8199999,1,1.54,1,1.26,1,2.1700001,1,2.3100002,1,16.284891,239.40001,13.544898,1,1,1,0,,,,2,1,1,1,,2,2,,1,,,1,,,1,,0,0,,,,,
