v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
9131,2021-12-01,USA-13,Georgia,1753,968.28998,9.0799999,59,29.709999,.28,40,3,5,13,10617423,8113542,76.400002,GA,2021-12-01,2021,48,2021-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.571428571429,109.285714285714,91.2857142857143,.049470577,798.285714285714,0.681364392678869,FALSE,0.702804678656773,0.702804678656773,.702804678656773,819,1202,1.0293054565662,1.0293054565662,1.88907824969796,NA,FALSE,FALSE,FALSE,TRUE,FALSE,23.14,30.29,43.29,0.22,0.2,0.19,0.14,0.22,0.22,0.22,0.23,0.25,0.28,0.32,0.27,0.27,0.27,0.26,968.28998,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,989.14,989.14,989.14,1004.71,1004.71,1021.43,752.29,1104.43,1104.43,1104.43,1102.86,1122.14,1084.57,1071.71,1088.57,1088.57,1088.57,1147.14,1140.86,1244.29,1312,1402.14,1402.14,1402.14,1435.57,1516.29,1547.29,1538.5,1723.43,1723.43,1723.43,1916.86,2432.14,2301,2848.57,139.714285714286,124,129.714285714286,Wednesday,10.15,1.20018361732947,0.0455379165196938,FALSE,FALSE,2021-12-01 Georgia,1059.87261250005,1063.82115841892,01dec2021,3,13,22797,1.96,1,1.75,1,1.3299999,1,1.96,1,2.03,1,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,7.2051382,63.559998,4.9470577,0,1,0,0,,,,3,1,2,1,,2,4,,1,,,0,,,1,,0,0,,,,,
9138,2021-12-08,USA-13,Georgia,2417,1391.86,13.05,30,26.860001,.25,40,3,5,13,10617423,8113542,76.400002,GA,2021-12-08,2021,49,2021-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.142857142857,139.714285714286,106.428571428571,.049545344,862.714285714286,0.715900527505652,FALSE,0.695496948059427,0.695496948059427,.695496948059427,950,1327,1.31589638761012,1.31589638761012,2.31829189759942,NA,FALSE,FALSE,FALSE,TRUE,FALSE,28.43,30.57,29.71,0.23,0.25,0.28,0.32,0.27,0.27,0.27,0.26,0.27,0.29,0.32,0.3,0.3,0.3,0.3,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,989.14,989.14,989.14,1004.71,1004.71,1021.43,752.29,1104.43,1104.43,1104.43,1102.86,1122.14,1084.57,1071.71,1088.57,1088.57,1088.57,1147.14,1140.86,1244.29,1312,1402.14,1402.14,1402.14,1435.57,1516.29,1547.29,1538.5,155.142857142857,109.285714285714,134.428571428571,Wednesday,8.2,1.01046849396237,0.0493741512675583,FALSE,FALSE,2021-12-08 Georgia,1049.07797458487,1036.8902131367,08dec2021,3,13,22797,1.75,1,1.3299999,1,1.96,1,2.03,1,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,9.2112751,91.349998,4.9545345,0,1,0,0,,,,3,1,2,1,,2,4,,1,,,0,,,1,,0,0,,,,,
9145,2021-12-15,USA-13,Georgia,2553,1536.71,14.41,18,19.860001,.19,40,3,5,13,10617423,8113542,76.400002,GA,2021-12-15,2021,50,2021-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.142857142857,155.142857142857,109,.05609246,985.142857142857,0.709205020920502,FALSE,0.725894736842105,0.725894736842105,.725894736842105,1017,1434,1.46121009912534,1.46121009912534,2.48782456103385,NA,FALSE,FALSE,FALSE,TRUE,FALSE,31.71,22,26.86,0.26,0.27,0.29,0.32,0.3,0.3,0.3,0.3,0.25,0.21,0.21,0.26,0.26,0.26,0.21,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,989.14,989.14,989.14,1004.71,1004.71,1021.43,752.29,1104.43,1104.43,1104.43,1102.86,1122.14,1084.57,1071.71,1088.57,1088.57,1088.57,1147.14,1140.86,1244.29,1312,215.142857142857,139.714285714286,124,Wednesday,12.16,1.27418597041593,0.048690722829169,FALSE,FALSE,2021-12-15 Georgia,1070.37687935268,1124.55677186756,15dec2021,3,13,22797,1.3299999,1,1.96,1,2.03,1,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,10.228471,100.87,5.6092458,0,1,1,0,,,,3,1,2,1,,2,4,,1,,,0,,1,2,,0,0,,1,,,0
9152,2021-12-22,USA-13,Georgia,7510,3810.5701,35.73,42,30.290001,.28,40,3,5,13,10617423,8113542,76.400002,GA,2021-12-22,2021,51,2021-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.857142857143,215.142857142857,143.714285714286,.064277411,1124.42857142857,0.720514253773058,FALSE,0.721448212648946,0.721448212648946,.721448212648946,1289,1789,2.02631897724012,2.02631897724012,3.37988929005789,NA,TRUE,FALSE,TRUE,TRUE,TRUE,27.86,35.71,19.86,0.3,0.25,0.21,0.21,0.26,0.26,0.26,0.21,0.29,0.33,0.34,0.33,0.33,0.33,0.38,3810.5701,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,989.14,989.14,989.14,1004.71,1004.71,1021.43,752.29,1104.43,1104.43,1104.43,1102.86,1122.14,1084.57,1071.71,407.428571428571,155.142857142857,109.285714285714,Wednesday,14.23,1.40200821665618,0.0555149562544359,FALSE,TRUE,2021-12-22 Georgia,1255.97142589735,1359.79564218017,22dec2021,3,13,22797,1.96,1,2.03,1,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,14.184233,250.11,6.4277411,1,1,1,1,1,,1,4,2,2,2,,2,4,1,2,,,0,,,2,,0,0,,,0,,
9159,2021-12-29,USA-13,Georgia,17875,10599.14,99.400002,55,30.57,.28999999,40,3,5,13,10617423,8113542,76.400002,GA,2021-12-29,2021,52,2021-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.285714285714,407.428571428571,149.857142857143,.10956312,1796.14285714286,0.849592169657422,FALSE,0.78956292388847,0.78956292388847,.78956292388847,2604,3065,3.83735838186509,3.83735838186509,5.24878507982318,NA,TRUE,FALSE,TRUE,TRUE,TRUE,35,36.57,30.29,0.21,0.29,0.33,0.34,0.33,0.33,0.33,0.38,0.36,0.34,0.41,0.46,0.46,0.46,0.49,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,989.14,989.14,989.14,1004.71,1004.71,1021.43,752.29,720.571428571429,215.142857142857,139.714285714286,Wednesday,29.09,1.90656971497294,0.061849346293102,FALSE,FALSE,2021-12-29 Georgia,1742.78288438626,2237.30158346658,29dec2021,3,13,22797,2.03,1,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,26.861509,695.79999,10.956312,1,1,1,0,,,,4,2,2,2,,2,4,,2,,,0,,,2,,0,0,,,,,
9166,2022-01-05,USA-13,Georgia,22445,18574,174.17999,21,22,.20999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-01-05,2022,1,2022-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.142857142857,720.571428571429,178.571428571429,.20608407,3611.42857142857,0.9013470681458,FALSE,0.882342675648319,0.882342675648319,.882342675648319,4550,5048,6.78668852669267,6.78668852669267,8.46856018774854,NA,TRUE,FALSE,TRUE,TRUE,TRUE,49,70.71,30.57,0.38,0.36,0.34,0.41,0.46,0.46,0.46,0.49,0.57,0.66,0.64,0.71,0.71,0.71,0.72,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,1072.71,1072.71,1072.71,1078.38,1047.57,1043.86,1308.29,855.571428571429,407.428571428571,155.142857142857,Wednesday,85.51,3.34221536485024,0.0989144898524208,FALSE,FALSE,2022-01-05 Georgia,3955.11407973893,5625.74014349567,05jan2022,3,13,22797,1.4699999,1,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,47.506821,1219.26,20.608408,1,1,1,0,,,,4,2,2,2,,2,4,,2,,,0,,,2,,0,0,,,,,
9173,2022-01-12,USA-13,Georgia,18425,19198.859,180.03999,52,35.709999,.33000001,40,3,5,13,10617423,8113542,76.400002,GA,2022-01-12,2022,2,2022-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1026.71428571429,855.571428571429,171.142857142857,.28002563,5125,0.927595853217048,FALSE,0.922710905349794,0.922710905349794,.9227109053497941,5637,6077,8.05818350245091,8.058183502450911,9.67008930240686,NA,TRUE,FALSE,TRUE,TRUE,TRUE,75.57,75.14,22,0.49,0.57,0.66,0.64,0.71,0.71,0.71,0.72,0.71,0.7,0.73,0.69,0.69,0.69,0.74,19198.859,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,1064.14,1064.14,1064.14,1064.14,1064.14,1082.14,1072.71,797.571428571429,720.571428571429,215.142857142857,Wednesday,168.06,6.43282272920651,0.192135082579263,FALSE,FALSE,2022-01-12 Georgia,9070.97296251478,11498.4063934553,12jan2022,3,13,22797,2.3100002,1,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,56.407284,1260.2799,28.002563,1,1,1,0,,,,4,2,2,2,,2,4,,2,,,0,,,2,,0,0,,,,,
9180,2022-01-19,USA-13,Georgia,26348,16297.43,152.83,37,36.57,.34,40,3,5,13,10617423,8113542,76.400002,GA,2022-01-19,2022,3,2022-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.571428571429,797.571428571429,183,.30512598,5630.71428571429,0.937418086500655,FALSE,0.927455409666337,0.927455409666337,.927455409666337,5722,6104,7.51191158693996,7.51191158693996,9.23549366519002,NA,TRUE,FALSE,TRUE,TRUE,TRUE,73.43,94.71,35.71,0.72,0.71,0.7,0.73,0.69,0.69,0.69,0.74,0.79,0.89,0.86,0.87,0.87,0.87,0.87,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,1077.22,1077.22,1077.22,1046.5,968.29,874,867.71,693.714285714286,855.571428571429,407.428571428571,Wednesday,185.43,8.03261905320286,0.272511191689859,FALSE,FALSE,2022-01-19 Georgia,14535.0954656955,16224.9522878245,19jan2022,3,13,22797,2.3800001,1,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,52.583382,1069.8101,30.512598,1,1,1,0,,,,4,2,2,2,,2,4,,2,,,0,,,2,,0,0,,,,,
9187,2022-01-26,USA-13,Georgia,16877,15924,149.33,108,70.709999,.66000003,40,3,5,13,10617423,8113542,76.400002,GA,2022-01-26,2022,4,2022-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.714285714286,693.714285714286,133,.29091042,5418.57142857143,0.931421661772327,FALSE,0.938164729161514,0.938164729161514,.9381647291615141,5392,5789,6.53373502886986,6.53373502886986,7.78639304202428,NA,TRUE,FALSE,TRUE,TRUE,TRUE,92.71,84.14,36.57,0.74,0.79,0.89,0.86,0.87,0.87,0.87,0.87,0.86,0.79,0.83,0.87,0.87,0.87,0.87,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,1457.86,1457.86,1457.86,1362.71,1391.86,1297,1305.57,613.285714285714,797.571428571429,720.571428571429,Wednesday,142.22,7.67202576907248,0.304606686309463,FALSE,FALSE,2022-01-26 Georgia,17389.3568811161,17581.4077281084,26jan2022,3,13,22797,4.6200004,1,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,45.736145,1045.3101,29.091042,1,1,1,0,,,,4,2,2,2,,2,4,,2,,,0,,,2,,0,0,,,,,
9194,2022-02-02,USA-13,Georgia,7815,10685.57,100.21,106,75.139999,.69999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-02-02,2022,5,2022-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.285714285714,613.285714285714,124,.26326945,4939.85714285714,0.920641203245597,FALSE,0.926132254867825,0.926132254867825,.926132254867825,4652,5053,5.7762200327303,5.7762200327303,6.9441117141675,NA,TRUE,FALSE,TRUE,TRUE,TRUE,93.29,86.43,70.71,0.87,0.86,0.79,0.83,0.87,0.87,0.87,0.87,0.84,0.81,0.77,0.73,0.73,0.73,0.68,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,1783.71,1783.71,1783.71,1677.57,1536.71,1517.29,1460,448,693.714285714286,855.571428571429,Wednesday,162.02,6.67366675106971,0.29435999865506,FALSE,FALSE,2022-02-02 Georgia,17167.0064507329,16807.4404073332,02feb2022,3,13,22797,4.9000001,1,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,40.43354,701.46997,26.326946,1,1,1,0,,,,4,2,2,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9201,2022-02-09,USA-13,Georgia,5286,5366.4302,50.330002,180,94.709999,.88999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-02-09,2022,6,2022-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.571428571429,448,122.571428571429,.21262005,3945.57142857143,0.906881555385009,FALSE,0.912632587648283,0.912632587648283,.912632587648283,3545,3909,4.21947962325698,4.21947962325698,5.37391633140573,NA,TRUE,FALSE,TRUE,TRUE,TRUE,78.14,70.43,75.14,0.87,0.84,0.81,0.77,0.73,0.73,0.73,0.68,0.72,0.66,0.66,0.6,0.6,0.6,0.56,5366.4302,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,5821.29,5821.29,5821.29,4882.14,3810.57,3102.43,2591.29,281.285714285714,613.285714285714,797.571428571429,Wednesday,112.35,5.93767971219166,0.268249313844579,FALSE,FALSE,2022-02-09 Georgia,15808.4359962354,14669.136584726,09feb2022,3,13,22797,6.23,1,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,29.536358,352.31,21.262005,1,1,1,0,,,,4,2,2,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9208,2022-02-16,USA-13,Georgia,3074,3004.1399,28.17,126,84.139999,.79000002,40,3,5,13,10617423,8113542,76.400002,GA,2022-02-16,2022,7,2022-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.142857142857,281.285714285714,117.857142857143,.15860859,2885,0.866056290267887,FALSE,0.882070321030793,0.882070321030793,.882070321030793,2554,2949,2.64928424049522,2.64928424049522,3.75931953679209,NA,FALSE,TRUE,TRUE,TRUE,TRUE,64,58.71,94.71,0.68,0.72,0.66,0.66,0.6,0.6,0.6,0.56,0.54,0.55,0.55,0.53,0.53,0.53,0.52,3004.1399,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,14342.57,14342.57,14342.57,12509.71,10599.14,9118.43,8130.29,203.857142857143,448,693.714285714286,Wednesday,53.71,4.5181800302605,0.219968080185475,FALSE,FALSE,2022-02-16 Georgia,11958.5187949481,9995.06354014005,16feb2022,3,13,22797,5.5300002,1,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,18.544991,197.19,15.860859,1,1,1,0,,,,4,2,2,2,1,2,5,,2,1,,0,,,2,,0,0,,,,,
9215,2022-02-23,USA-13,Georgia,2041,1773.86,16.629999,107,86.43,.81,40,3,5,13,10617423,8113542,76.400002,GA,2022-02-23,2022,8,2022-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.428571428571,203.857142857143,118.571428571429,.11523244,2083.57142857143,0.831929233361415,FALSE,0.844723734507124,0.844723734507124,.844723734507124,1975,2374,1.92002468826139,1.92002468826139,3.03678747120249,NA,FALSE,FALSE,FALSE,TRUE,TRUE,56.86,47,84.14,0.56,0.54,0.55,0.55,0.53,0.53,0.53,0.52,0.45,0.44,0.41,0.41,0.41,0.41,0.42,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,18092.29,18092.29,18092.29,17132.29,18574,17921.14,14342.57,152.571428571429,281.285714285714,613.285714285714,Wednesday,31.14,2.78921596269506,0.166107401776693,FALSE,FALSE,2022-02-23 Georgia,7403.62930575216,5887.49011220034,23feb2022,3,13,22797,5.6700001,1,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,13.440173,116.41,11.523244,0,1,1,1,,1,,5,2,3,2,,2,5,,2,,,0,,,2,,0,0,,,,,
